draw_date,n1,n2,n3,n4,n5,n6,special_no
2014/11/06,1,4,19,23,24,46,
2014/11/06,12,16,19,24,25,26,
2014/11/07,1,4,13,26,28,47,
2014/11/07,12,18,22,26,29,32,
2014/11/07,10,28,30,34,37,41,
2014/11/08,11,19,25,35,43,47,
2014/11/08,5,7,29,30,42,47,
2014/11/08,1,19,28,36,38,39,
2014/11/09,11,19,21,26,38,43,
2014/11/09,9,10,18,43,44,46,
2014/11/09,1,33,35,44,45,47,
2014/11/10,5,13,28,31,45,46,
2014/11/10,6,10,21,23,28,33,
2014/11/10,25,27,32,44,47,48,
2014/11/11,3,21,29,31,41,46,
2014/11/11,1,8,19,25,28,48,
2014/11/11,5,7,16,20,42,43,
2014/11/12,5,11,29,33,43,46,
2014/11/12,5,8,9,22,28,35,
2014/11/12,14,16,23,25,34,37,
2014/11/13,1,3,8,9,16,23,
2014/11/13,2,3,9,29,34,35,
2014/11/13,10,18,27,35,41,47,
2014/11/14,3,14,16,25,26,49,
2014/11/14,2,16,32,36,44,45,
2014/11/14,15,16,24,25,37,47,
2014/11/15,9,11,22,31,36,45,
2014/11/15,1,7,8,10,29,33,
2014/11/15,5,13,14,17,40,46,
2014/11/16,4,18,24,32,41,47,
2014/11/16,3,20,25,26,30,41,
2014/11/16,8,16,17,28,30,35,
2014/11/17,4,20,21,24,44,48,
2014/11/17,19,21,38,44,46,47,
2014/11/17,6,16,22,24,32,38,
2014/11/18,12,19,23,26,44,46,
2014/11/18,3,12,20,26,30,40,
2014/11/18,6,13,15,20,41,44,
2014/11/19,2,8,21,25,33,48,
2014/11/19,15,18,29,39,43,45,
2014/11/19,10,14,18,19,29,41,
2014/11/20,23,35,37,40,42,48,
2014/11/20,4,6,10,22,26,30,
2014/11/20,2,3,15,18,27,29,
2014/11/21,6,23,24,32,35,45,
2014/11/21,28,33,39,46,47,48,
2014/11/21,19,25,27,34,38,40,
2014/11/22,12,25,28,38,46,49,
2014/11/22,9,16,24,25,32,36,
2014/11/22,7,20,31,33,40,48,
2014/11/23,6,8,10,16,22,31,
2014/11/23,7,8,9,18,20,36,
2014/11/23,3,19,23,39,43,47,
2014/11/24,13,19,25,27,30,43,
2014/11/24,4,14,26,27,35,46,
2014/11/24,3,6,8,28,38,46,
2014/11/25,4,5,19,28,33,47,
2014/11/25,1,25,28,42,48,49,
2014/11/25,12,13,18,25,27,37,
2014/11/26,4,8,33,36,47,48,
2014/11/26,14,21,29,35,43,48,
2014/11/26,13,15,24,31,36,48,
2014/11/27,13,20,39,40,41,44,
2014/11/27,1,2,5,18,33,39,
2014/11/27,5,17,24,35,43,44,
2014/11/28,7,14,16,32,36,40,
2014/11/28,7,10,28,40,43,44,
2014/11/28,6,11,19,23,28,31,
2014/11/29,1,8,12,16,21,35,
2014/11/29,5,13,18,29,35,42,
2014/11/29,9,14,16,18,32,42,
2014/11/30,2,4,6,12,24,47,
2014/11/30,4,6,16,26,36,46,
2014/11/30,26,30,32,33,47,49,
2014/12/01,21,32,33,34,41,44,
2014/12/01,6,7,8,21,30,43,
2014/12/01,14,22,25,31,33,36,
2014/12/02,4,15,25,29,35,46,
2014/12/02,1,3,6,16,21,49,
2014/12/02,23,26,34,38,42,44,
2014/12/03,1,4,29,32,46,48,
2014/12/03,28,30,39,43,46,49,
2014/12/03,11,14,20,22,34,49,
2014/12/04,3,7,12,22,31,41,
2014/12/04,1,5,13,16,26,30,
2014/12/04,1,21,22,25,28,31,
2014/12/05,6,18,36,42,43,49,
2014/12/05,9,11,13,27,37,43,
2014/12/05,4,29,31,37,40,41,
2014/12/06,1,3,9,15,20,49,
2014/12/06,19,32,38,41,43,47,
2014/12/06,17,22,23,25,33,41,
2014/12/07,11,16,18,28,39,45,
2014/12/07,2,6,17,37,38,49,
2014/12/07,21,26,30,33,39,41,
2014/12/08,3,5,16,24,36,48,
2014/12/08,4,10,20,35,38,46,
2014/12/08,14,36,37,38,45,47,
2014/12/09,10,17,21,22,26,30,
2014/12/09,9,23,24,37,47,49,
2014/12/09,16,19,21,31,36,41,
2014/12/10,9,15,19,28,29,40,
2014/12/10,3,4,10,26,32,49,
2014/12/10,3,12,22,36,43,44,
2014/12/11,2,11,39,40,46,48,
2014/12/11,5,8,12,45,46,47,
2014/12/11,3,12,24,41,43,48,
2014/12/12,16,21,26,36,42,45,
2014/12/12,11,16,21,29,33,43,
2014/12/12,6,36,38,43,44,45,
2014/12/13,3,11,13,14,22,39,
2014/12/13,11,14,21,23,40,43,
2014/12/13,4,16,21,24,27,41,
2014/12/14,21,23,32,34,37,39,
2014/12/14,2,7,8,17,38,42,
2014/12/14,11,23,28,33,34,35,
2014/12/15,3,16,28,40,45,48,
2014/12/15,2,3,18,26,30,33,
2014/12/15,6,25,31,36,39,42,
2014/12/16,7,25,30,32,33,46,
2014/12/16,3,21,28,31,38,43,
2014/12/16,5,15,18,21,29,39,
2014/12/17,6,26,33,43,47,48,
2014/12/17,10,11,20,26,48,49,
2014/12/17,5,10,21,38,41,44,
2014/12/18,9,17,19,21,23,49,
2014/12/18,2,17,28,37,39,47,
2014/12/18,13,16,22,32,42,46,
2014/12/19,6,8,12,18,23,33,
2014/12/19,11,13,14,17,26,49,
2014/12/19,10,14,22,32,34,42,
2014/12/20,1,7,9,17,18,32,
2014/12/20,6,16,18,26,38,44,
2014/12/20,22,23,25,38,47,49,
2014/12/21,12,28,30,35,40,44,
2014/12/21,1,11,17,23,27,43,
2014/12/21,1,2,14,26,32,40,
2014/12/22,4,9,28,40,43,48,
2014/12/22,3,7,27,41,43,47,
2014/12/22,17,23,28,30,31,33,
2014/12/23,6,7,27,30,36,45,
2014/12/23,23,26,29,33,35,42,
2014/12/23,5,15,31,36,39,49,
2014/12/24,7,8,16,25,33,34,
2014/12/24,3,9,15,22,35,36,
2014/12/24,12,23,33,34,40,44,
2014/12/25,20,30,37,40,47,49,
2014/12/25,3,6,15,21,28,33,
2014/12/25,1,5,14,19,26,46,
2014/12/26,6,8,24,28,42,47,
2014/12/26,1,6,12,16,32,36,
2014/12/26,8,10,11,32,35,44,
2014/12/27,3,7,12,16,20,39,
2014/12/27,7,18,30,33,35,43,
2014/12/27,5,6,12,16,21,30,
2014/12/28,9,13,18,22,34,40,
2014/12/28,6,9,14,23,41,44,
2014/12/28,9,21,25,26,29,39,
2014/12/29,3,12,22,29,40,46,
2014/12/29,15,16,23,26,34,41,
2014/12/29,14,20,24,30,46,47,
2014/12/30,6,11,15,28,30,43,
2014/12/30,2,7,21,27,35,36,
2014/12/30,10,13,24,25,40,43,
2014/12/31,1,10,14,22,30,43,
2014/12/31,12,26,28,31,33,46,
2014/12/31,6,13,22,31,32,47,
2015/01/01,9,10,22,24,31,35,
2015/01/01,3,9,21,23,34,49,
2015/01/01,5,7,15,30,43,49,
2015/01/02,4,5,17,20,21,36,
2015/01/02,2,10,20,23,32,49,
2015/01/02,1,8,13,16,41,47,
2015/01/03,18,20,22,27,37,47,
2015/01/03,1,5,7,26,46,48,
2015/01/03,5,18,40,42,47,49,
2015/01/04,3,9,11,14,18,29,
2015/01/04,3,7,11,17,25,32,
2015/01/04,17,30,37,43,44,47,
2015/01/05,7,13,24,27,34,46,
2015/01/05,6,8,10,22,37,45,
2015/01/05,3,11,39,41,45,46,
2015/01/06,15,19,26,35,46,48,
2015/01/06,1,2,6,20,33,48,
2015/01/06,5,10,11,14,22,33,
2015/01/07,17,22,23,28,34,38,
2015/01/07,1,6,9,25,35,40,
2015/01/07,1,13,14,37,43,44,
2015/01/08,25,27,29,34,39,46,
2015/01/08,20,22,24,27,34,45,
2015/01/08,6,7,31,34,39,40,
2015/01/09,12,19,20,23,24,27,
2015/01/09,4,10,18,22,29,32,
2015/01/09,15,30,31,33,44,47,
2015/01/10,4,19,22,30,44,46,
2015/01/10,1,3,14,27,31,35,
2015/01/10,12,13,28,33,35,37,
2015/01/11,1,5,27,31,36,38,
2015/01/11,3,8,15,17,20,40,
2015/01/11,21,22,26,32,40,41,
2015/01/12,6,15,21,22,37,47,
2015/01/12,5,8,16,28,40,46,
2015/01/12,1,12,14,30,37,48,
2015/01/13,6,8,9,39,43,48,
2015/01/13,9,14,23,31,34,49,
2015/01/13,1,13,23,27,30,49,
2015/01/14,11,16,19,26,27,34,
2015/01/14,16,21,27,36,45,48,
2015/01/14,18,20,22,23,32,46,
2015/01/15,2,12,15,29,39,41,
2015/01/15,10,13,15,32,37,45,
2015/01/15,3,5,22,26,30,33,
2015/01/16,18,22,25,29,35,44,
2015/01/16,5,20,21,24,37,38,
2015/01/16,3,8,13,30,34,40,
2015/01/17,10,21,26,42,47,49,
2015/01/17,4,5,20,23,35,43,
2015/01/17,2,10,12,22,24,32,
2015/01/18,16,17,20,29,32,40,
2015/01/18,2,9,14,33,38,41,
2015/01/18,6,25,28,34,47,49,
2015/01/19,1,11,25,31,32,40,
2015/01/19,3,11,38,42,46,47,
2015/01/19,1,7,24,27,36,49,
2015/01/20,6,9,19,28,31,39,
2015/01/20,10,11,12,21,32,49,
2015/01/20,16,23,27,30,48,49,
2015/01/21,2,5,10,23,39,41,
2015/01/21,24,28,39,42,46,47,
2015/01/21,10,17,19,25,37,40,
2015/01/22,3,9,15,20,27,28,
2015/01/22,1,2,6,12,14,27,
2015/01/22,19,33,37,39,44,49,
2015/01/23,16,19,20,25,41,43,
2015/01/23,8,9,16,20,30,38,
2015/01/23,8,12,15,17,21,23,
2015/01/24,13,18,20,34,35,44,
2015/01/24,8,20,21,29,31,46,
2015/01/24,1,3,8,24,30,31,
2015/01/25,5,22,28,29,39,40,
2015/01/25,14,18,25,29,36,39,
2015/01/25,1,13,31,33,35,48,
2015/01/26,3,6,19,26,33,46,
2015/01/26,6,22,23,28,31,49,
2015/01/26,12,13,25,39,45,46,
2015/01/27,9,21,32,41,45,49,
2015/01/27,12,21,29,39,40,46,
2015/01/27,4,7,21,23,29,43,
2015/01/28,6,19,34,40,42,47,
2015/01/28,6,20,23,26,34,48,
2015/01/28,18,27,35,37,41,42,
2015/01/29,11,17,27,43,44,46,
2015/01/29,7,18,20,41,45,47,
2015/01/29,5,10,19,24,34,42,
2015/01/30,4,8,17,29,40,46,
2015/01/30,2,11,20,24,30,42,
2015/01/30,1,2,12,16,23,24,
2015/01/31,2,4,5,9,12,33,
2015/01/31,22,30,35,40,42,45,
2015/01/31,11,15,16,24,40,46,
2015/02/01,6,11,16,19,37,48,
2015/02/01,1,20,22,30,43,48,
2015/02/01,4,6,22,29,40,44,
2015/02/02,5,8,16,22,32,49,
2015/02/02,21,22,26,33,34,45,
2015/02/02,13,14,18,39,43,49,
2015/02/03,1,20,23,34,41,46,
2015/02/03,5,6,15,27,34,35,
2015/02/03,1,2,8,14,17,48,
2015/02/04,2,8,11,16,29,30,
2015/02/04,16,21,22,26,42,47,
2015/02/04,15,19,21,43,44,47,
2015/02/05,7,12,20,21,23,31,
2015/02/05,16,22,27,32,35,36,
2015/02/05,15,18,26,36,45,49,
2015/02/06,4,13,26,28,36,37,
2015/02/06,5,9,31,38,39,43,
2015/02/06,5,10,16,24,25,33,
2015/02/07,2,7,23,33,35,44,
2015/02/07,6,17,22,28,30,37,
2015/02/07,3,23,24,33,34,36,
2015/02/08,6,11,22,28,32,47,
2015/02/08,5,14,28,41,44,45,
2015/02/08,9,10,15,21,42,47,
2015/02/09,9,12,27,28,37,46,
2015/02/09,10,11,12,15,21,33,
2015/02/09,5,7,14,15,40,45,
2015/02/10,7,16,26,33,37,43,
2015/02/10,13,21,31,33,40,49,
2015/02/10,22,24,33,36,44,46,
2015/02/11,4,12,17,20,38,47,
2015/02/11,1,4,16,19,29,31,
2015/02/11,1,6,9,24,34,41,
2015/02/12,10,20,26,34,38,39,
2015/02/12,1,2,5,17,35,39,
2015/02/12,12,17,19,26,38,40,
2015/02/13,1,26,33,42,44,47,
2015/02/13,7,8,16,23,40,44,
2015/02/13,10,20,25,31,41,49,
2015/02/14,4,9,25,31,32,33,
2015/02/14,3,14,26,35,36,40,
2015/02/14,5,9,13,17,30,44,
2015/02/15,3,9,16,20,22,27,
2015/02/15,9,24,25,30,40,48,
2015/02/15,4,23,24,25,39,47,
2015/02/16,3,15,39,41,42,46,
2015/02/16,6,17,24,30,35,36,
2015/02/16,10,21,23,27,34,40,
2015/02/17,13,15,18,23,28,36,
2015/02/17,12,19,21,36,39,41,
2015/02/17,5,13,18,40,42,44,
2015/02/18,4,10,33,40,42,48,
2015/02/18,4,18,20,22,24,49,
2015/02/18,14,23,27,41,43,46,
2015/02/19,8,13,15,18,27,36,
2015/02/19,12,14,17,34,39,42,
2015/02/19,1,32,33,44,46,48,
2015/02/20,2,32,33,35,42,44,
2015/02/20,18,27,28,41,42,44,
2015/02/20,5,24,26,30,32,34,
2015/02/21,1,2,12,16,23,37,
2015/02/21,9,15,18,25,30,49,
2015/02/21,1,16,33,34,35,46,
2015/02/22,2,17,23,29,42,48,
2015/02/22,1,15,32,33,45,48,
2015/02/22,5,15,16,21,31,48,
2015/02/23,9,14,22,30,42,45,
2015/02/23,2,3,9,17,24,42,
2015/02/23,5,14,26,32,35,46,
2015/02/24,14,23,27,31,42,45,
2015/02/24,2,18,19,27,39,44,
2015/02/24,10,12,17,33,36,37,
2015/02/25,11,14,25,29,33,40,
2015/02/25,4,5,15,30,36,49,
2015/02/25,2,4,12,17,27,35,
2015/02/26,1,6,11,13,23,45,
2015/02/26,5,8,19,21,26,38,
2015/02/26,22,37,39,43,47,48,
2015/02/27,13,17,25,28,36,47,
2015/02/27,4,5,19,25,33,40,
2015/02/27,3,7,20,31,36,39,
2015/02/28,10,16,21,22,43,49,
2015/02/28,16,19,29,34,37,45,
2015/02/28,5,25,26,36,46,49,
2015/03/01,1,2,19,24,35,48,
2015/03/01,1,10,11,16,20,24,
2015/03/01,4,13,18,19,39,43,
2015/03/02,4,21,28,30,37,46,
2015/03/02,6,10,11,14,20,42,
2015/03/02,8,10,26,27,35,38,
2015/03/03,16,29,30,43,47,48,
2015/03/03,3,5,18,29,33,45,
2015/03/03,3,9,24,35,41,49,
2015/03/04,1,3,6,16,17,33,
2015/03/04,1,2,10,34,36,42,
2015/03/04,12,15,22,41,43,48,
2015/03/05,8,10,18,27,30,32,
2015/03/05,5,7,17,20,32,40,
2015/03/05,12,16,30,35,44,49,
2015/03/06,4,14,15,17,21,39,
2015/03/06,1,17,23,24,34,48,
2015/03/06,1,12,36,38,42,44,
2015/03/07,3,19,22,25,45,48,
2015/03/07,11,24,25,31,35,45,
2015/03/07,1,9,12,28,38,48,
2015/03/08,3,13,28,29,40,43,
2015/03/08,2,12,25,28,36,49,
2015/03/08,5,7,8,14,22,32,
2015/03/09,18,20,26,32,33,38,
2015/03/09,17,18,32,35,44,48,
2015/03/09,10,13,22,31,37,40,
2015/03/10,1,4,5,9,37,44,
2015/03/10,1,10,16,23,28,36,
2015/03/10,3,6,13,18,24,41,
2015/03/11,4,20,24,28,33,35,
2015/03/11,4,8,17,19,42,48,
2015/03/11,15,18,19,26,32,37,
2015/03/12,5,18,21,31,36,43,
2015/03/12,4,7,17,25,33,42,
2015/03/12,2,9,30,36,40,45,
2015/03/13,1,9,19,28,38,43,
2015/03/13,17,24,28,33,40,49,
2015/03/13,11,14,32,38,45,48,
2015/03/14,9,25,28,30,38,49,
2015/03/14,3,6,9,32,42,45,
2015/03/14,20,37,39,44,45,49,
2015/03/15,10,11,19,27,46,47,
2015/03/15,2,12,20,38,41,45,
2015/03/15,1,8,22,31,34,44,
2015/03/16,4,9,11,17,24,46,
2015/03/16,1,9,16,27,32,36,
2015/03/16,2,3,19,22,27,41,
2015/03/17,7,11,13,22,24,34,
2015/03/17,4,5,8,10,20,21,
2015/03/17,3,4,27,39,42,47,
2015/03/18,12,23,27,33,40,46,
2015/03/18,4,17,20,28,33,40,
2015/03/18,24,25,28,39,40,42,
2015/03/19,7,8,10,16,29,49,
2015/03/19,4,21,32,34,35,45,
2015/03/19,4,8,9,12,21,34,
2015/03/20,11,14,19,23,36,48,
2015/03/20,7,8,11,17,19,46,
2015/03/20,2,4,5,12,13,38,
2015/03/21,9,19,24,29,37,48,
2015/03/21,1,11,21,33,36,42,
2015/03/21,1,11,16,18,34,37,
2015/03/22,10,13,18,28,36,39,
2015/03/22,12,14,24,34,35,39,
2015/03/22,8,21,31,36,40,41,
2015/03/23,5,13,17,28,41,45,
2015/03/23,3,6,11,14,44,48,
2015/03/23,8,11,15,24,28,40,
2015/03/24,12,14,16,23,30,44,
2015/03/24,9,17,22,31,48,49,
2015/03/24,9,17,20,21,34,36,
2015/03/25,2,12,21,34,44,45,
2015/03/25,3,15,23,27,30,49,
2015/03/25,10,13,15,26,31,46,
2015/03/26,2,4,9,26,34,43,
2015/03/26,19,21,31,34,41,43,
2015/03/26,2,3,34,39,43,44,
2015/03/27,5,14,17,22,36,40,
2015/03/27,12,20,23,36,44,46,
2015/03/27,1,10,17,21,33,45,
2015/03/28,3,15,16,34,38,49,
2015/03/28,3,14,25,33,41,43,
2015/03/28,12,16,29,34,41,48,
2015/03/29,16,28,31,33,43,44,
2015/03/29,2,6,14,31,38,40,
2015/03/29,5,14,39,40,47,49,
2015/03/30,10,12,29,44,47,49,
2015/03/30,5,18,24,25,40,47,
2015/03/30,9,19,24,36,39,48,
2015/03/31,12,17,33,37,40,42,
2015/03/31,11,25,26,29,30,46,
2015/03/31,1,14,22,31,37,45,
2015/04/01,10,12,18,26,34,37,
2015/04/01,8,31,35,40,41,45,
2015/04/01,5,21,22,24,26,34,
2015/04/02,17,21,27,29,36,38,
2015/04/02,12,24,25,32,35,40,
2015/04/02,16,22,23,38,40,45,
2015/04/03,1,8,11,16,24,41,
2015/04/03,12,23,32,38,44,48,
2015/04/03,5,6,19,20,39,45,
2015/04/04,6,9,13,14,18,45,
2015/04/04,6,10,16,17,23,49,
2015/04/04,1,2,6,12,26,47,
2015/04/05,19,20,23,33,41,46,
2015/04/05,10,22,26,34,35,42,
2015/04/05,7,13,23,24,38,40,
2015/04/06,5,33,35,40,44,47,
2015/04/06,4,13,20,22,28,36,
2015/04/06,3,5,14,23,24,25,
2015/04/07,4,14,16,17,32,46,
2015/04/07,19,21,23,24,27,43,
2015/04/07,4,14,23,27,32,36,
2015/04/08,3,4,7,8,40,47,
2015/04/08,5,6,14,26,30,38,
2015/04/08,3,4,10,34,36,47,
2015/04/09,4,13,34,41,42,45,
2015/04/09,15,30,39,43,44,48,
2015/04/09,12,13,19,20,24,34,
2015/04/10,5,10,22,37,40,46,
2015/04/10,25,27,28,32,36,38,
2015/04/10,5,8,21,29,38,41,
2015/04/11,7,14,21,22,26,45,
2015/04/11,8,9,19,26,31,36,
2015/04/11,13,16,18,22,30,38,
2015/04/12,1,27,28,35,39,44,
2015/04/12,3,10,11,16,34,38,
2015/04/12,2,6,13,33,43,49,
2015/04/13,11,17,28,39,41,49,
2015/04/13,2,8,16,19,20,29,
2015/04/13,20,30,31,38,44,49,
2015/04/14,2,7,27,36,40,44,
2015/04/14,5,13,36,43,44,46,
2015/04/14,2,4,16,22,38,48,
2015/04/15,9,15,25,37,41,45,
2015/04/15,8,9,14,22,24,26,
2015/04/15,2,16,21,36,38,41,
2015/04/16,21,25,27,29,41,43,
2015/04/16,9,19,23,25,30,44,
2015/04/16,1,10,12,34,36,37,
2015/04/17,2,4,10,29,45,46,
2015/04/17,8,13,16,28,44,49,
2015/04/17,5,12,18,26,31,40,
2015/04/18,3,13,18,24,33,46,
2015/04/18,10,12,21,24,25,35,
2015/04/18,6,14,26,34,37,41,
2015/04/19,8,9,12,17,35,48,
2015/04/19,5,14,20,31,36,37,
2015/04/19,11,16,18,24,28,48,
2015/04/20,1,2,9,17,18,21,
2015/04/20,26,30,31,34,38,47,
2015/04/20,8,14,19,21,26,44,
2015/04/21,7,15,16,25,33,42,
2015/04/21,13,24,26,31,36,44,
2015/04/21,1,5,7,8,27,49,
2015/04/22,6,12,19,26,31,49,
2015/04/22,8,16,24,33,35,38,
2015/04/22,19,20,28,30,46,49,
2015/04/23,12,25,26,30,34,47,
2015/04/23,3,12,16,33,36,38,
2015/04/23,2,15,32,35,38,44,
2015/04/24,19,21,38,44,48,49,
2015/04/24,5,6,7,23,33,34,
2015/04/24,21,27,29,32,36,37,
2015/04/25,1,15,21,30,47,48,
2015/04/25,1,7,16,24,46,48,
2015/04/25,3,27,34,35,36,49,
2015/04/26,3,6,10,27,38,48,
2015/04/26,5,9,27,31,44,48,
2015/04/26,18,21,36,39,45,49,
2015/04/27,2,7,13,28,34,43,
2015/04/27,11,18,20,24,38,41,
2015/04/27,3,18,32,35,36,43,
2015/04/28,9,18,26,30,35,45,
2015/04/28,7,30,32,38,45,49,
2015/04/28,6,8,12,13,17,18,
2015/04/29,14,15,17,34,44,46,
2015/04/29,11,13,14,17,39,48,
2015/04/29,5,14,21,28,30,32,
2015/04/30,9,14,25,30,45,49,
2015/04/30,11,19,24,27,42,46,
2015/04/30,1,6,31,33,44,46,
2015/05/01,9,13,22,28,42,46,
2015/05/01,2,13,14,19,33,40,
2015/05/01,12,29,30,31,37,47,
2015/05/02,3,4,10,24,30,40,
2015/05/02,1,15,21,22,26,48,
2015/05/02,13,35,41,43,44,48,
2015/05/03,5,19,24,30,31,46,
2015/05/03,5,11,12,14,46,47,
2015/05/03,11,20,22,37,39,46,
2015/05/04,4,9,14,20,41,43,
2015/05/04,1,4,32,37,38,48,
2015/05/04,9,14,29,38,39,46,
2015/05/05,13,18,19,25,28,35,
2015/05/05,4,27,36,37,41,45,
2015/05/05,5,20,22,26,44,49,
2015/05/06,3,18,25,33,41,42,
2015/05/06,10,20,32,42,43,45,
2015/05/06,1,4,19,28,36,47,
2015/05/07,8,10,14,37,38,40,
2015/05/07,1,17,24,37,47,48,
2015/05/07,3,7,8,27,30,33,
2015/05/08,5,17,18,35,41,44,
2015/05/08,5,11,14,16,19,35,
2015/05/08,3,4,12,18,23,25,
2015/05/09,6,16,20,26,44,45,
2015/05/09,2,16,23,43,45,47,
2015/05/09,1,11,21,26,43,48,
2015/05/10,15,19,20,33,38,42,
2015/05/10,18,24,31,32,33,49,
2015/05/10,1,7,21,26,38,41,
2015/05/11,5,9,35,43,45,48,
2015/05/11,4,15,18,22,25,35,
2015/05/11,3,15,22,34,37,41,
2015/05/12,6,19,24,25,38,43,
2015/05/12,5,22,23,26,30,39,
2015/05/12,7,17,18,30,33,34,
2015/05/13,2,6,14,18,31,44,
2015/05/13,2,3,15,18,22,48,
2015/05/13,6,16,29,30,31,47,
2015/05/14,4,17,25,31,41,44,
2015/05/14,20,25,29,38,40,47,
2015/05/14,9,10,15,25,32,40,
2015/05/15,1,23,28,29,35,45,
2015/05/15,3,9,21,32,37,38,
2015/05/15,5,7,16,19,22,45,
2015/05/16,2,5,13,17,20,31,
2015/05/16,24,27,28,30,32,48,
2015/05/16,12,15,23,24,31,41,
2015/05/17,3,7,11,12,26,41,
2015/05/17,3,4,6,26,27,34,
2015/05/17,6,8,15,20,34,39,
2015/05/18,4,11,23,27,31,39,
2015/05/18,2,9,32,41,46,49,
2015/05/18,1,13,25,27,44,48,
2015/05/19,4,19,26,29,37,44,
2015/05/19,13,21,28,36,39,46,
2015/05/19,4,6,21,25,31,49,
2015/05/20,11,17,24,36,42,43,
2015/05/20,1,5,20,25,31,38,
2015/05/20,5,10,11,17,19,22,
2015/05/21,2,8,14,23,36,47,
2015/05/21,25,30,38,45,47,48,
2015/05/21,1,7,16,22,25,29,
2015/05/22,6,19,25,33,38,47,
2015/05/22,15,28,31,40,43,44,
2015/05/22,1,4,5,8,37,49,
2015/05/23,1,3,21,28,41,48,
2015/05/23,4,11,19,28,32,35,
2015/05/23,2,3,8,10,14,20,
2015/05/24,16,30,31,39,40,48,
2015/05/24,10,14,27,29,31,44,
2015/05/24,6,14,18,27,33,49,
2015/05/25,5,12,39,41,47,48,
2015/05/25,1,4,17,22,26,27,
2015/05/25,9,15,16,26,42,45,
2015/05/26,1,27,35,37,43,48,
2015/05/26,2,5,10,12,22,33,
2015/05/26,13,20,25,28,39,41,
2015/05/27,6,21,37,41,44,49,
2015/05/27,3,9,24,27,28,37,
2015/05/27,4,11,12,15,17,42,
2015/05/28,1,5,17,31,43,48,
2015/05/28,5,15,16,24,35,48,
2015/05/28,7,17,24,25,35,37,
2015/05/29,6,7,35,38,45,46,
2015/05/29,17,18,21,28,33,43,
2015/05/29,12,18,24,28,29,36,
2015/05/30,5,6,12,17,20,42,
2015/05/30,16,26,29,43,44,48,
2015/05/30,4,8,13,21,39,49,
2015/05/31,1,19,21,25,35,47,
2015/05/31,7,14,16,17,24,46,
2015/05/31,5,13,23,31,32,39,
2015/06/01,1,2,9,18,19,35,
2015/06/01,1,14,22,26,29,39,
2015/06/01,3,11,13,18,23,44,
2015/06/02,1,10,19,31,32,49,
2015/06/02,3,4,7,11,29,49,
2015/06/02,17,18,25,28,29,30,
2015/06/03,3,14,23,24,35,48,
2015/06/03,5,7,17,23,32,34,
2015/06/03,9,10,16,17,21,27,
2015/06/04,16,36,42,43,44,46,
2015/06/04,12,14,22,42,44,47,
2015/06/04,6,8,23,25,28,49,
2015/06/05,2,6,9,13,16,18,
2015/06/05,2,15,16,20,37,49,
2015/06/05,7,11,24,31,33,46,
2015/06/06,2,18,23,24,25,46,
2015/06/06,1,23,27,28,30,43,
2015/06/06,8,25,26,35,39,43,
2015/06/07,6,15,17,21,23,38,
2015/06/07,14,16,26,34,41,43,
2015/06/07,9,10,20,23,32,36,
2015/06/08,2,20,22,36,37,48,
2015/06/08,9,10,26,38,43,46,
2015/06/08,5,8,17,27,31,47,
2015/06/09,1,28,33,37,39,45,
2015/06/09,20,29,32,33,37,46,
2015/06/09,1,6,12,26,30,35,
2015/06/10,1,6,9,34,37,41,
2015/06/10,12,14,20,29,39,43,
2015/06/10,9,13,15,21,27,47,
2015/06/11,3,5,14,26,30,44,
2015/06/11,9,19,28,37,44,49,
2015/06/11,2,20,33,35,38,45,
2015/06/12,1,11,18,35,40,44,
2015/06/12,8,10,23,35,38,49,
2015/06/12,3,17,22,23,33,45,
2015/06/13,12,25,28,40,42,43,
2015/06/13,3,15,27,32,37,48,
2015/06/13,2,5,8,23,36,46,
2015/06/14,10,31,34,39,44,48,
2015/06/14,2,3,6,26,37,44,
2015/06/14,2,4,15,18,27,48,
2015/06/15,1,4,11,13,17,18,
2015/06/15,6,15,26,30,34,37,
2015/06/15,9,12,23,31,37,49,
2015/06/16,11,26,34,35,40,49,
2015/06/16,9,13,20,32,38,41,
2015/06/16,2,4,30,31,32,44,
2015/06/17,4,9,13,14,18,37,
2015/06/17,6,23,28,31,40,46,
2015/06/17,1,10,13,19,24,49,
2015/06/18,2,5,24,30,41,49,
2015/06/18,4,14,15,38,41,48,
2015/06/18,1,5,7,10,29,43,
2015/06/19,2,19,23,28,29,38,
2015/06/19,10,22,28,30,34,35,
2015/06/19,5,18,22,32,35,49,
2015/06/20,6,7,9,27,30,47,
2015/06/20,9,21,30,36,43,44,
2015/06/20,3,19,21,27,36,40,
2015/06/21,2,5,6,14,28,37,
2015/06/21,10,19,23,24,40,44,
2015/06/21,1,6,17,24,31,32,
2015/06/22,5,8,21,29,34,40,
2015/06/22,3,12,21,23,24,46,
2015/06/22,15,21,25,29,35,44,
2015/06/23,7,17,22,25,33,41,
2015/06/23,3,8,12,18,38,49,
2015/06/23,4,7,12,15,16,35,
2015/06/24,9,11,19,22,32,49,
2015/06/24,8,10,12,26,36,40,
2015/06/24,4,21,24,42,44,46,
2015/06/25,1,5,22,31,32,34,
2015/06/25,8,10,11,41,43,47,
2015/06/25,1,12,17,21,34,37,
2015/06/26,7,9,24,40,41,43,
2015/06/26,19,23,25,35,39,40,
2015/06/26,4,10,11,19,38,48,
