field,current_value,next_value,current_date,next_date
n3,15,31,2022-02-18,2022-02-19
n3,31,15,2022-02-19,2022-02-21
n3,15,23,2022-02-21,2022-02-22
n3,23,16,2022-02-22,2022-02-23
n3,16,28,2022-02-23,2022-02-24
n3,28,22,2022-02-24,2022-02-25
n3,22,24,2022-02-25,2022-02-26
n3,24,18,2022-02-26,2022-02-28
n3,18,17,2022-02-28,2022-03-01
n3,17,16,2022-03-01,2022-03-02
n3,16,16,2022-03-02,2022-03-03
n3,16,14,2022-03-03,2022-03-04
n3,14,18,2022-03-04,2022-03-05
n3,18,24,2022-03-05,2022-03-07
n3,24,11,2022-03-07,2022-03-08
n3,11,21,2022-03-08,2022-03-09
n3,21,19,2022-03-09,2022-03-10
n3,19,11,2022-03-10,2022-03-11
n3,11,14,2022-03-11,2022-03-12
n3,14,17,2022-03-12,2022-03-14
n3,17,7,2022-03-14,2022-03-15
n3,7,19,2022-03-15,2022-03-16
n3,19,26,2022-03-16,2022-03-17
n3,26,23,2022-03-17,2022-03-18
n3,23,25,2022-03-18,2022-03-19
n3,25,7,2022-03-19,2022-03-21
n3,7,29,2022-03-21,2022-03-22
n3,29,20,2022-03-22,2022-03-23
n3,20,13,2022-03-23,2022-03-24
n3,13,13,2022-03-24,2022-03-25
n3,13,22,2022-03-25,2022-03-26
n3,22,21,2022-03-26,2022-03-28
n3,21,26,2022-03-28,2022-03-29
n3,26,28,2022-03-29,2022-03-30
n3,28,12,2022-03-30,2022-03-31
n3,12,17,2022-03-31,2022-04-01
n3,17,23,2022-04-01,2022-04-02
n3,23,29,2022-04-02,2022-04-04
n3,29,31,2022-04-04,2022-04-05
n3,31,9,2022-04-05,2022-04-06
n3,9,25,2022-04-06,2022-04-07
n3,25,20,2022-04-07,2022-04-08
n3,20,26,2022-04-08,2022-04-09
n3,26,29,2022-04-09,2022-04-11
n3,29,32,2022-04-11,2022-04-12
n3,32,20,2022-04-12,2022-04-13
n3,20,17,2022-04-13,2022-04-14
n3,17,19,2022-04-14,2022-04-15
n3,19,13,2022-04-15,2022-04-16
n3,13,20,2022-04-16,2022-04-18
n3,20,25,2022-04-18,2022-04-19
n3,25,26,2022-04-19,2022-04-20
n3,26,15,2022-04-20,2022-04-21
n3,15,11,2022-04-21,2022-04-22
n3,11,26,2022-04-22,2022-04-23
n3,26,9,2022-04-23,2022-04-25
n3,9,21,2022-04-25,2022-04-26
n3,21,25,2022-04-26,2022-04-27
n3,25,16,2022-04-27,2022-04-28
n3,16,31,2022-04-28,2022-04-29
n3,31,29,2022-04-29,2022-04-30
n3,29,10,2022-04-30,2022-05-02
n3,10,14,2022-05-02,2022-05-03
n3,14,11,2022-05-03,2022-05-04
n3,11,29,2022-05-04,2022-05-05
n3,29,11,2022-05-05,2022-05-06
n3,11,14,2022-05-06,2022-05-07
n3,14,15,2022-05-07,2022-05-09
n3,15,14,2022-05-09,2022-05-10
n3,14,6,2022-05-10,2022-05-11
n3,6,22,2022-05-11,2022-05-12
n3,22,16,2022-05-12,2022-05-13
n3,16,19,2022-05-13,2022-05-14
n3,19,23,2022-05-14,2022-05-16
n3,23,31,2022-05-16,2022-05-17
n3,31,18,2022-05-17,2022-05-18
n3,18,22,2022-05-18,2022-05-19
n3,22,24,2022-05-19,2022-05-20
n3,24,24,2022-05-20,2022-05-21
n3,24,18,2022-05-21,2022-05-23
n3,18,11,2022-05-23,2022-05-24
n3,11,13,2022-05-24,2022-05-25
n3,13,27,2022-05-25,2022-05-26
n3,27,28,2022-05-26,2022-05-27
n3,28,28,2022-05-27,2022-05-28
n3,28,21,2022-05-28,2022-05-30
n3,21,12,2022-05-30,2022-05-31
n3,12,9,2022-05-31,2022-06-01
n3,9,25,2022-06-01,2022-06-02
n3,25,30,2022-06-02,2022-06-03
n3,30,32,2022-06-03,2022-06-04
n3,32,29,2022-06-04,2022-06-06
n3,29,18,2022-06-06,2022-06-07
n3,18,23,2022-06-07,2022-06-08
n3,23,12,2022-06-08,2022-06-09
n3,12,24,2022-06-09,2022-06-10
n3,24,13,2022-06-10,2022-06-11
n3,13,7,2022-06-11,2022-06-13
n3,7,13,2022-06-13,2022-06-14
n3,13,27,2022-06-14,2022-06-15
n3,27,11,2022-06-15,2022-06-16
n3,11,21,2022-06-16,2022-06-17
n3,21,19,2022-06-17,2022-06-18
n3,19,16,2022-06-18,2022-06-20
n3,16,23,2022-06-20,2022-06-21
n3,23,27,2022-06-21,2022-06-22
n3,27,19,2022-06-22,2022-06-23
n3,19,25,2022-06-23,2022-06-24
n3,25,12,2022-06-24,2022-06-25
n3,12,26,2022-06-25,2022-06-27
n3,26,17,2022-06-27,2022-06-28
n3,17,28,2022-06-28,2022-06-29
n3,28,16,2022-06-29,2022-06-30
n3,16,8,2022-06-30,2022-07-01
n3,8,20,2022-07-01,2022-07-02
n3,20,17,2022-07-02,2022-07-04
n3,17,21,2022-07-04,2022-07-05
n3,21,18,2022-07-05,2022-07-06
n3,18,18,2022-07-06,2022-07-07
n3,18,25,2022-07-07,2022-07-08
n3,25,21,2022-07-08,2022-07-09
n3,21,16,2022-07-09,2022-07-11
n3,16,5,2022-07-11,2022-07-12
n3,5,27,2022-07-12,2022-07-13
n3,27,21,2022-07-13,2022-07-14
n3,21,24,2022-07-14,2022-07-15
n3,24,25,2022-07-15,2022-07-16
n3,25,22,2022-07-16,2022-07-18
n3,22,16,2022-07-18,2022-07-19
n3,16,16,2022-07-19,2022-07-20
n3,16,12,2022-07-20,2022-07-21
n3,12,24,2022-07-21,2022-07-22
n3,24,32,2022-07-22,2022-07-23
n3,32,35,2022-07-23,2022-07-25
n3,35,19,2022-07-25,2022-07-26
n3,19,14,2022-07-26,2022-07-27
n3,14,25,2022-07-27,2022-07-28
n3,25,34,2022-07-28,2022-07-29
n3,34,12,2022-07-29,2022-07-30
n3,12,8,2022-07-30,2022-08-01
n3,8,18,2022-08-01,2022-08-02
n3,18,26,2022-08-02,2022-08-03
n3,26,28,2022-08-03,2022-08-04
n3,28,12,2022-08-04,2022-08-05
n3,12,18,2022-08-05,2022-08-06
n3,18,33,2022-08-06,2022-08-08
n3,33,31,2022-08-08,2022-08-09
n3,31,16,2022-08-09,2022-08-10
n3,16,16,2022-08-10,2022-08-11
n3,16,13,2022-08-11,2022-08-12
n3,13,22,2022-08-12,2022-08-13
n3,22,13,2022-08-13,2022-08-15
n3,13,19,2022-08-15,2022-08-16
n3,19,26,2022-08-16,2022-08-17
n3,26,20,2022-08-17,2022-08-18
n3,20,31,2022-08-18,2022-08-19
n3,31,29,2022-08-19,2022-08-20
n3,29,14,2022-08-20,2022-08-22
n3,14,12,2022-08-22,2022-08-23
n3,12,26,2022-08-23,2022-08-24
n3,26,25,2022-08-24,2022-08-25
n3,25,25,2022-08-25,2022-08-26
n3,25,19,2022-08-26,2022-08-27
n3,19,23,2022-08-27,2022-08-29
n3,23,32,2022-08-29,2022-08-30
n3,32,21,2022-08-30,2022-08-31
n3,21,8,2022-08-31,2022-09-01
n3,8,24,2022-09-01,2022-09-02
n3,24,20,2022-09-02,2022-09-03
n3,20,16,2022-09-03,2022-09-05
n3,16,17,2022-09-05,2022-09-06
n3,17,10,2022-09-06,2022-09-07
n3,10,17,2022-09-07,2022-09-08
n3,17,28,2022-09-08,2022-09-09
n3,28,25,2022-09-09,2022-09-10
n3,25,24,2022-09-10,2022-09-12
n3,24,20,2022-09-12,2022-09-13
n3,20,22,2022-09-13,2022-09-14
n3,22,18,2022-09-14,2022-09-15
n3,18,28,2022-09-15,2022-09-16
n3,28,19,2022-09-16,2022-09-17
n3,19,15,2022-09-17,2022-09-19
n3,15,11,2022-09-19,2022-09-20
n3,11,23,2022-09-20,2022-09-21
n3,23,20,2022-09-21,2022-09-22
n3,20,25,2022-09-22,2022-09-23
n3,25,34,2022-09-23,2022-09-24
n3,34,10,2022-09-24,2022-09-26
n3,10,36,2022-09-26,2022-09-27
n3,36,28,2022-09-27,2022-09-28
n3,28,22,2022-09-28,2022-09-29
n3,22,25,2022-09-29,2022-09-30
n3,25,14,2022-09-30,2022-10-01
n3,14,31,2022-10-01,2022-10-03
n3,31,17,2022-10-03,2022-10-04
n3,17,20,2022-10-04,2022-10-05
n3,20,13,2022-10-05,2022-10-06
n3,13,12,2022-10-06,2022-10-07
n3,12,21,2022-10-07,2022-10-08
n3,21,13,2022-10-08,2022-10-10
n3,13,10,2022-10-10,2022-10-11
n3,10,10,2022-10-11,2022-10-12
n3,10,15,2022-10-12,2022-10-13
n3,15,12,2022-10-13,2022-10-14
n3,12,23,2022-10-14,2022-10-15
n3,23,16,2022-10-15,2022-10-17
n3,16,16,2022-10-17,2022-10-18
n3,16,5,2022-10-18,2022-10-19
n3,5,6,2022-10-19,2022-10-20
n3,6,24,2022-10-20,2022-10-21
n3,24,7,2022-10-21,2022-10-22
n3,7,33,2022-10-22,2022-10-24
n3,33,20,2022-10-24,2022-10-25
n3,20,13,2022-10-25,2022-10-26
n3,13,29,2022-10-26,2022-10-27
n3,29,22,2022-10-27,2022-10-28
n3,22,20,2022-10-28,2022-10-29
n3,20,23,2022-10-29,2022-10-31
n3,23,18,2022-10-31,2022-11-01
n3,18,18,2022-11-01,2022-11-02
n3,18,27,2022-11-02,2022-11-03
n3,27,10,2022-11-03,2022-11-04
n3,10,17,2022-11-04,2022-11-05
n3,17,19,2022-11-05,2022-11-07
n3,19,16,2022-11-07,2022-11-08
n3,16,20,2022-11-08,2022-11-09
n3,20,23,2022-11-09,2022-11-10
n3,23,12,2022-11-10,2022-11-11
n3,12,19,2022-11-11,2022-11-12
n3,19,27,2022-11-12,2022-11-14
n3,27,15,2022-11-14,2022-11-15
n3,15,7,2022-11-15,2022-11-16
n3,7,22,2022-11-16,2022-11-17
n3,22,5,2022-11-17,2022-11-18
n3,5,22,2022-11-18,2022-11-19
n3,22,21,2022-11-19,2022-11-21
n3,21,16,2022-11-21,2022-11-22
n3,16,27,2022-11-22,2022-11-23
n3,27,27,2022-11-23,2022-11-24
n3,27,25,2022-11-24,2022-11-25
n3,25,20,2022-11-25,2022-11-26
n3,20,17,2022-11-26,2022-11-28
n3,17,14,2022-11-28,2022-11-29
n3,14,16,2022-11-29,2022-11-30
n3,16,24,2022-11-30,2022-12-01
n3,24,4,2022-12-01,2022-12-02
n3,4,21,2022-12-02,2022-12-03
n3,21,16,2022-12-03,2022-12-05
n3,16,16,2022-12-05,2022-12-06
n3,16,25,2022-12-06,2022-12-07
n3,25,21,2022-12-07,2022-12-08
n3,21,17,2022-12-08,2022-12-09
n3,17,18,2022-12-09,2022-12-10
n3,18,23,2022-12-10,2022-12-12
n3,23,12,2022-12-12,2022-12-13
n3,12,16,2022-12-13,2022-12-14
n3,16,14,2022-12-14,2022-12-15
n3,14,15,2022-12-15,2022-12-16
n3,15,11,2022-12-16,2022-12-17
n3,11,13,2022-12-17,2022-12-19
n3,13,13,2022-12-19,2022-12-20
n3,13,20,2022-12-20,2022-12-21
n3,20,9,2022-12-21,2022-12-22
n3,9,29,2022-12-22,2022-12-23
n3,29,4,2022-12-23,2022-12-24
n3,4,12,2022-12-24,2022-12-26
n3,12,31,2022-12-26,2022-12-27
n3,31,18,2022-12-27,2022-12-28
n3,18,18,2022-12-28,2022-12-29
n3,18,8,2022-12-29,2022-12-30
n3,8,15,2022-12-30,2022-12-31
n3,15,10,2022-12-31,2023-01-02
n3,10,25,2023-01-02,2023-01-03
n3,25,29,2023-01-03,2023-01-04
n3,29,29,2023-01-04,2023-01-05
n3,29,35,2023-01-05,2023-01-06
n3,35,8,2023-01-06,2023-01-07
n3,8,30,2023-01-07,2023-01-09
n3,30,18,2023-01-09,2023-01-10
n3,18,31,2023-01-10,2023-01-11
n3,31,26,2023-01-11,2023-01-12
n3,26,26,2023-01-12,2023-01-13
n3,26,12,2023-01-13,2023-01-14
n3,12,11,2023-01-14,2023-01-16
n3,11,26,2023-01-16,2023-01-17
n3,26,18,2023-01-17,2023-01-18
n3,18,12,2023-01-18,2023-01-19
n3,12,15,2023-01-19,2023-01-20
n3,15,14,2023-01-20,2023-01-21
n3,14,13,2023-01-21,2023-01-23
n3,13,16,2023-01-23,2023-01-24
n3,16,15,2023-01-24,2023-01-25
n3,15,12,2023-01-25,2023-01-26
n3,12,19,2023-01-26,2023-01-27
n3,19,29,2023-01-27,2023-01-28
n3,29,18,2023-01-28,2023-01-30
n3,18,6,2023-01-30,2023-01-31
n3,6,23,2023-01-31,2023-02-01
n3,23,27,2023-02-01,2023-02-02
n3,27,19,2023-02-02,2023-02-03
n3,19,18,2023-02-03,2023-02-04
n3,18,16,2023-02-04,2023-02-06
n3,16,25,2023-02-06,2023-02-07
n3,25,17,2023-02-07,2023-02-08
n3,17,35,2023-02-08,2023-02-09
n3,35,25,2023-02-09,2023-02-10
n3,25,30,2023-02-10,2023-02-11
n3,30,16,2023-02-11,2023-02-13
n3,16,16,2023-02-13,2023-02-14
n3,16,24,2023-02-14,2023-02-15
n3,24,25,2023-02-15,2023-02-16
n3,25,25,2023-02-16,2023-02-17
n3,25,18,2023-02-17,2023-02-18
n3,18,30,2023-02-18,2023-02-20
n3,30,25,2023-02-20,2023-02-21
n3,25,16,2023-02-21,2023-02-22
n3,16,13,2023-02-22,2023-02-23
n3,13,12,2023-02-23,2023-02-24
n3,12,27,2023-02-24,2023-02-25
n3,27,31,2023-02-25,2023-02-27
n3,31,23,2023-02-27,2023-02-28
n3,23,32,2023-02-28,2023-03-01
n3,32,9,2023-03-01,2023-03-02
n3,9,17,2023-03-02,2023-03-03
n3,17,25,2023-03-03,2023-03-04
n3,25,19,2023-03-04,2023-03-06
n3,19,10,2023-03-06,2023-03-07
n3,10,22,2023-03-07,2023-03-08
n3,22,30,2023-03-08,2023-03-09
n3,30,33,2023-03-09,2023-03-10
n3,33,14,2023-03-10,2023-03-11
n3,14,23,2023-03-11,2023-03-13
n3,23,22,2023-03-13,2023-03-14
n3,22,25,2023-03-14,2023-03-15
n3,25,25,2023-03-15,2023-03-16
n3,25,17,2023-03-16,2023-03-17
n3,17,22,2023-03-17,2023-03-18
n3,22,18,2023-03-18,2023-03-20
n3,18,16,2023-03-20,2023-03-21
n3,16,17,2023-03-21,2023-03-22
n3,17,33,2023-03-22,2023-03-23
n3,33,27,2023-03-23,2023-03-24
n3,27,24,2023-03-24,2023-03-25
n3,24,11,2023-03-25,2023-03-27
n3,11,9,2023-03-27,2023-03-28
n3,9,36,2023-03-28,2023-03-29
n3,36,18,2023-03-29,2023-03-30
n3,18,26,2023-03-30,2023-03-31
n3,26,16,2023-03-31,2023-04-01
n3,16,22,2023-04-01,2023-04-03
n3,22,27,2023-04-03,2023-04-04
n3,27,21,2023-04-04,2023-04-05
n3,21,24,2023-04-05,2023-04-06
n3,24,31,2023-04-06,2023-04-07
n3,31,20,2023-04-07,2023-04-08
n3,20,30,2023-04-08,2023-04-10
n3,30,6,2023-04-10,2023-04-11
n3,6,11,2023-04-11,2023-04-12
n3,11,18,2023-04-12,2023-04-13
n3,18,17,2023-04-13,2023-04-14
n3,17,17,2023-04-14,2023-04-15
n3,17,16,2023-04-15,2023-04-17
n3,16,21,2023-04-17,2023-04-18
n3,21,33,2023-04-18,2023-04-19
n3,33,22,2023-04-19,2023-04-20
n3,22,26,2023-04-20,2023-04-21
n3,26,21,2023-04-21,2023-04-22
n3,21,16,2023-04-22,2023-04-24
n3,16,12,2023-04-24,2023-04-25
n3,12,21,2023-04-25,2023-04-26
n3,21,22,2023-04-26,2023-04-27
n3,22,11,2023-04-27,2023-04-28
n3,11,22,2023-04-28,2023-04-29
n3,22,20,2023-04-29,2023-05-01
n3,20,5,2023-05-01,2023-05-02
n3,5,26,2023-05-02,2023-05-03
n3,26,25,2023-05-03,2023-05-04
n3,25,24,2023-05-04,2023-05-05
n3,24,26,2023-05-05,2023-05-06
n3,26,27,2023-05-06,2023-05-08
n3,27,13,2023-05-08,2023-05-09
n3,13,25,2023-05-09,2023-05-10
n3,25,9,2023-05-10,2023-05-11
n3,9,21,2023-05-11,2023-05-12
n3,21,15,2023-05-12,2023-05-13
n3,15,7,2023-05-13,2023-05-15
n3,7,27,2023-05-15,2023-05-16
n3,27,14,2023-05-16,2023-05-17
n3,14,32,2023-05-17,2023-05-18
n3,32,33,2023-05-18,2023-05-19
n3,33,24,2023-05-19,2023-05-20
n3,24,25,2023-05-20,2023-05-22
n3,25,34,2023-05-22,2023-05-23
n3,34,16,2023-05-23,2023-05-24
n3,16,18,2023-05-24,2023-05-25
n3,18,13,2023-05-25,2023-05-26
n3,13,24,2023-05-26,2023-05-27
n3,24,14,2023-05-27,2023-05-29
n3,14,15,2023-05-29,2023-05-30
n3,15,7,2023-05-30,2023-05-31
n3,7,25,2023-05-31,2023-06-01
n3,25,9,2023-06-01,2023-06-02
n3,9,13,2023-06-02,2023-06-03
n3,13,16,2023-06-03,2023-06-05
n3,16,26,2023-06-05,2023-06-06
n3,26,8,2023-06-06,2023-06-07
n3,8,15,2023-06-07,2023-06-08
n3,15,15,2023-06-08,2023-06-09
n3,15,9,2023-06-09,2023-06-10
n3,9,19,2023-06-10,2023-06-12
n3,19,34,2023-06-12,2023-06-13
n3,34,21,2023-06-13,2023-06-14
n3,21,15,2023-06-14,2023-06-15
n3,15,24,2023-06-15,2023-06-16
n3,24,20,2023-06-16,2023-06-17
n3,20,33,2023-06-17,2023-06-19
n3,33,27,2023-06-19,2023-06-20
n3,27,23,2023-06-20,2023-06-21
n3,23,33,2023-06-21,2023-06-22
n3,33,20,2023-06-22,2023-06-23
n3,20,13,2023-06-23,2023-06-24
n3,13,15,2023-06-24,2023-06-26
n3,15,14,2023-06-26,2023-06-27
n3,14,21,2023-06-27,2023-06-28
n3,21,14,2023-06-28,2023-06-29
n3,14,20,2023-06-29,2023-06-30
n3,20,12,2023-06-30,2023-07-01
n3,12,33,2023-07-01,2023-07-03
n3,33,27,2023-07-03,2023-07-04
n3,27,8,2023-07-04,2023-07-05
n3,8,17,2023-07-05,2023-07-06
n3,17,25,2023-07-06,2023-07-07
n3,25,18,2023-07-07,2023-07-08
n3,18,15,2023-07-08,2023-07-10
n3,15,35,2023-07-10,2023-07-11
n3,35,9,2023-07-11,2023-07-12
n3,9,10,2023-07-12,2023-07-13
n3,10,20,2023-07-13,2023-07-14
n3,20,19,2023-07-14,2023-07-15
n3,19,22,2023-07-15,2023-07-17
n3,22,23,2023-07-17,2023-07-18
n3,23,20,2023-07-18,2023-07-19
n3,20,20,2023-07-19,2023-07-20
n3,20,27,2023-07-20,2023-07-21
n3,27,15,2023-07-21,2023-07-22
n3,15,31,2023-07-22,2023-07-24
n3,31,19,2023-07-24,2023-07-25
n3,19,33,2023-07-25,2023-07-26
n3,33,18,2023-07-26,2023-07-27
n3,18,13,2023-07-27,2023-07-28
n3,13,20,2023-07-28,2023-07-29
n3,20,19,2023-07-29,2023-07-31
n3,19,10,2023-07-31,2023-08-01
n3,10,11,2023-08-01,2023-08-02
n3,11,12,2023-08-02,2023-08-03
n3,12,20,2023-08-03,2023-08-04
n3,20,10,2023-08-04,2023-08-05
n3,10,29,2023-08-05,2023-08-07
n3,29,19,2023-08-07,2023-08-08
n3,19,15,2023-08-08,2023-08-09
n3,15,14,2023-08-09,2023-08-10
n3,14,24,2023-08-10,2023-08-11
n3,24,27,2023-08-11,2023-08-12
n3,27,26,2023-08-12,2023-08-14
n3,26,26,2023-08-14,2023-08-15
n3,26,9,2023-08-15,2023-08-16
n3,9,18,2023-08-16,2023-08-17
n3,18,23,2023-08-17,2023-08-18
n3,23,15,2023-08-18,2023-08-19
n3,15,24,2023-08-19,2023-08-21
n3,24,12,2023-08-21,2023-08-22
n3,12,19,2023-08-22,2023-08-23
n3,19,23,2023-08-23,2023-08-24
n3,23,23,2023-08-24,2023-08-25
n3,23,9,2023-08-25,2023-08-26
n3,9,17,2023-08-26,2023-08-28
n3,17,10,2023-08-28,2023-08-29
n3,10,33,2023-08-29,2023-08-30
n3,33,19,2023-08-30,2023-08-31
n3,19,19,2023-08-31,2023-09-01
n3,19,22,2023-09-01,2023-09-02
n3,22,18,2023-09-02,2023-09-04
n3,18,20,2023-09-04,2023-09-05
n3,20,23,2023-09-05,2023-09-06
n3,23,27,2023-09-06,2023-09-07
n3,27,14,2023-09-07,2023-09-08
n3,14,31,2023-09-08,2023-09-09
n3,31,31,2023-09-09,2023-09-11
n3,31,17,2023-09-11,2023-09-12
n3,17,18,2023-09-12,2023-09-13
n3,18,10,2023-09-13,2023-09-14
n3,10,12,2023-09-14,2023-09-15
n3,12,23,2023-09-15,2023-09-16
n3,23,21,2023-09-16,2023-09-18
n3,21,26,2023-09-18,2023-09-19
n3,26,17,2023-09-19,2023-09-20
n3,17,16,2023-09-20,2023-09-21
n3,16,18,2023-09-21,2023-09-22
n3,18,32,2023-09-22,2023-09-23
n3,32,10,2023-09-23,2023-09-25
n3,10,5,2023-09-25,2023-09-26
n3,5,19,2023-09-26,2023-09-27
n3,19,14,2023-09-27,2023-09-28
n3,14,27,2023-09-28,2023-09-29
n3,27,19,2023-09-29,2023-09-30
n3,19,8,2023-09-30,2023-10-02
n3,8,12,2023-10-02,2023-10-03
n3,12,21,2023-10-03,2023-10-04
n3,21,18,2023-10-04,2023-10-05
n3,18,19,2023-10-05,2023-10-06
n3,19,26,2023-10-06,2023-10-07
n3,26,16,2023-10-07,2023-10-09
n3,16,8,2023-10-09,2023-10-10
n3,8,32,2023-10-10,2023-10-11
n3,32,33,2023-10-11,2023-10-12
n3,33,5,2023-10-12,2023-10-13
n3,5,8,2023-10-13,2023-10-14
n3,8,10,2023-10-14,2023-10-16
n3,10,13,2023-10-16,2023-10-17
n3,13,11,2023-10-17,2023-10-18
n3,11,9,2023-10-18,2023-10-19
n3,9,22,2023-10-19,2023-10-20
n3,22,22,2023-10-20,2023-10-21
n3,22,15,2023-10-21,2023-10-23
n3,15,33,2023-10-23,2023-10-24
n3,33,19,2023-10-24,2023-10-25
n3,19,16,2023-10-25,2023-10-26
n3,16,5,2023-10-26,2023-10-27
n3,5,10,2023-10-27,2023-10-28
n3,10,27,2023-10-28,2023-10-30
n3,27,29,2023-10-30,2023-10-31
n3,29,26,2023-10-31,2023-11-01
n3,26,7,2023-11-01,2023-11-02
n3,7,17,2023-11-02,2023-11-03
n3,17,24,2023-11-03,2023-11-04
n3,24,26,2023-11-04,2023-11-06
n3,26,17,2023-11-06,2023-11-07
n3,17,23,2023-11-07,2023-11-08
n3,23,30,2023-11-08,2023-11-09
n3,30,25,2023-11-09,2023-11-10
n3,25,33,2023-11-10,2023-11-11
n3,33,36,2023-11-11,2023-11-13
n3,36,19,2023-11-13,2023-11-14
n3,19,24,2023-11-14,2023-11-15
n3,24,6,2023-11-15,2023-11-16
n3,6,21,2023-11-16,2023-11-17
n3,21,22,2023-11-17,2023-11-18
n3,22,19,2023-11-18,2023-11-20
n3,19,28,2023-11-20,2023-11-21
n3,28,28,2023-11-21,2023-11-22
n3,28,13,2023-11-22,2023-11-23
n3,13,27,2023-11-23,2023-11-24
n3,27,16,2023-11-24,2023-11-25
n3,16,22,2023-11-25,2023-11-27
n3,22,28,2023-11-27,2023-11-28
n3,28,14,2023-11-28,2023-11-29
n3,14,20,2023-11-29,2023-11-30
n3,20,15,2023-11-30,2023-12-01
n3,15,31,2023-12-01,2023-12-02
n3,31,16,2023-12-02,2023-12-04
n3,16,11,2023-12-04,2023-12-05
n3,11,23,2023-12-05,2023-12-06
n3,23,7,2023-12-06,2023-12-07
n3,7,11,2023-12-07,2023-12-08
n3,11,19,2023-12-08,2023-12-09
n3,19,13,2023-12-09,2023-12-11
n3,13,22,2023-12-11,2023-12-12
n3,22,7,2023-12-12,2023-12-13
n3,7,13,2023-12-13,2023-12-14
n3,13,14,2023-12-14,2023-12-15
n3,14,16,2023-12-15,2023-12-16
n3,16,14,2023-12-16,2023-12-18
n3,14,17,2023-12-18,2023-12-19
n3,17,26,2023-12-19,2023-12-20
n3,26,5,2023-12-20,2023-12-21
n3,5,24,2023-12-21,2023-12-22
n3,24,21,2023-12-22,2023-12-23
n3,21,29,2023-12-23,2023-12-25
n3,29,23,2023-12-25,2023-12-26
n3,23,33,2023-12-26,2023-12-27
n3,33,28,2023-12-27,2023-12-28
n3,28,22,2023-12-28,2023-12-29
n3,22,17,2023-12-29,2023-12-30
n3,17,27,2023-12-30,2024-01-01
n3,27,25,2024-01-01,2024-01-02
n3,25,21,2024-01-02,2024-01-03
n3,21,28,2024-01-03,2024-01-04
n3,28,14,2024-01-04,2024-01-05
n3,14,33,2024-01-05,2024-01-06
n3,33,35,2024-01-06,2024-01-08
n3,35,19,2024-01-08,2024-01-09
n3,19,15,2024-01-09,2024-01-10
n3,15,34,2024-01-10,2024-01-11
n3,34,12,2024-01-11,2024-01-12
n3,12,27,2024-01-12,2024-01-13
n3,27,10,2024-01-13,2024-01-15
n3,10,9,2024-01-15,2024-01-16
n3,9,32,2024-01-16,2024-01-17
n3,32,31,2024-01-17,2024-01-18
n3,31,13,2024-01-18,2024-01-19
n3,13,28,2024-01-19,2024-01-20
n3,28,17,2024-01-20,2024-01-22
n3,17,18,2024-01-22,2024-01-23
n3,18,29,2024-01-23,2024-01-24
n3,29,32,2024-01-24,2024-01-25
n3,32,12,2024-01-25,2024-01-26
n3,12,9,2024-01-26,2024-01-27
n3,9,18,2024-01-27,2024-01-29
n3,18,21,2024-01-29,2024-01-30
n3,21,21,2024-01-30,2024-01-31
n3,21,19,2024-01-31,2024-02-01
n3,19,26,2024-02-01,2024-02-02
n3,26,21,2024-02-02,2024-02-03
n3,21,16,2024-02-03,2024-02-05
n3,16,16,2024-02-05,2024-02-06
n3,16,15,2024-02-06,2024-02-07
n3,15,31,2024-02-07,2024-02-08
n3,31,22,2024-02-08,2024-02-09
n3,22,19,2024-02-09,2024-02-10
n3,19,22,2024-02-10,2024-02-12
n3,22,28,2024-02-12,2024-02-13
n3,28,27,2024-02-13,2024-02-14
n3,27,15,2024-02-14,2024-02-15
n3,15,16,2024-02-15,2024-02-16
n3,16,31,2024-02-16,2024-02-17
n3,31,17,2024-02-17,2024-02-19
n3,17,29,2024-02-19,2024-02-20
n3,29,4,2024-02-20,2024-02-21
n3,4,12,2024-02-21,2024-02-22
n3,12,15,2024-02-22,2024-02-23
n3,15,10,2024-02-23,2024-02-24
n3,10,29,2024-02-24,2024-02-26
n3,29,30,2024-02-26,2024-02-27
n3,30,28,2024-02-27,2024-02-28
n3,28,22,2024-02-28,2024-02-29
n3,22,13,2024-02-29,2024-03-01
n3,13,29,2024-03-01,2024-03-02
n3,29,5,2024-03-02,2024-03-04
n3,5,36,2024-03-04,2024-03-05
n3,36,23,2024-03-05,2024-03-06
n3,23,20,2024-03-06,2024-03-07
n3,20,15,2024-03-07,2024-03-08
n3,15,27,2024-03-08,2024-03-09
n3,27,16,2024-03-09,2024-03-11
n3,16,23,2024-03-11,2024-03-12
n3,23,22,2024-03-12,2024-03-13
n3,22,22,2024-03-13,2024-03-14
n3,22,9,2024-03-14,2024-03-15
n3,9,16,2024-03-15,2024-03-16
n3,16,18,2024-03-16,2024-03-18
n3,18,26,2024-03-18,2024-03-19
n3,26,29,2024-03-19,2024-03-20
n3,29,4,2024-03-20,2024-03-21
n3,4,12,2024-03-21,2024-03-22
n3,12,27,2024-03-22,2024-03-23
n3,27,20,2024-03-23,2024-03-25
n3,20,30,2024-03-25,2024-03-26
n3,30,23,2024-03-26,2024-03-27
n3,23,16,2024-03-27,2024-03-28
n3,16,18,2024-03-28,2024-03-29
n3,18,15,2024-03-29,2024-03-30
n3,15,14,2024-03-30,2024-04-01
n3,14,12,2024-04-01,2024-04-02
n3,12,6,2024-04-02,2024-04-03
n3,6,22,2024-04-03,2024-04-04
